IntentID,IntentName,Query,Response,Action,InputContent,OutputContent,Lifespan
3278,3278,Farmer needs information regarding control of weeds in wheat crops?,"Recommended dose of Sulfosulfuron 75% + Metsulfuran Methyl 5% WG 16 gram per acer after 30 to 35 days of sowing.
Recommended dose of Clodinafop Propargyl 15% WP+ Metsulfuron Methy 20% WP160 gram per acer after 30 to 35 days of sowing.",,,,
3279,3279,Farmer want to know how to control fungal attack in onion crop ?,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,,,,
3280,3280,farmer want to know information sowing time of irrigated wheat ?,Dear farmer you can sowing of wheat crop  under irrigated  condition 1 november to 15 november.,,,,
3281,3281,farmer want to know information about  fertilizer dose for garlic crop?,"Manure and fertilizer
The quantity of manure and fertilizer depends on the fertility of the land. Generally, 20-25 tonnes of cow dung or compost per hectare or 5-8 tonnes of Vermicompost, 100 kg / ha. Nitrogen, 50 kg Phosphorus and 50 kg Potash is required. 175 kg for this Urea, 109 kg, di ammonium phosphate and 83 kg Mutant of potash is needed. Dung manure, D.A. The full quantity of P. and potash and half the quantity of urea should be mixed in the land during the final preparation of the field. The quantity of remaining urea should be given with spraying after 30-40 days in a standing crop.
Using the amount of micro nutrients increases yield in the yield. 25 kg Zink sulfate should be used once per year in 3 years. Using drip irrigation and fertilization, the yield increases with the use of water-soluble fertilizers through drip irrigation.",,,,
3282,3282,farmer want to know information in crop onion ?,Imidacalpropid 17.8%  5-7 ml  / pump use,,,,
3283,3283,"Farmer wants to know about fertilizer dose in bengal gram crop?
","Recommended for In bengal gram crop apply urea 11kg., DAP 108kg  MOP 67 kg/hac and 33 kg mop per hectare at the time sowing.",,,,
3284,3284,farmer want controle measure of sucking pest in pea ?,spray fipronil 25ml per pump for sucking peat in pea,,,,
3285,3285,farmer want to know information  about fertiliser dose  for lentil crop ?,"If available for soil fertility and production, add 15 tones of good sand dung and 20 Kg. Nitrogen and 50 kg Phosphor And 20 kg / ha. Potass should be used.",,,,
3286,3286,"how to control SUCKING IN pea ?
",recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
3287,3287,farmer want to know information about weed MANAGEMENT in wheat?  ,recommended  for weed MANAGEMENT in wheat spray metsulfuran @ 1gm/pump.,,,,
3288,3288,farmer want to know information about weed MANAGEMENT in wheat? ,recommended for  weed MANAGEMENT in wheat spray phenoxa prop p ethyl @30ml/pump.,,,,
3289,3289,farmer want to weather information of district?,No rainfall chance in your district at next 5 days. weather will clear .,,,,
3290,3290,"farmer want to now infermation about improve variety in masur ?
","recommended for improve variety masur -jawaher 1, jawaher-3,k-75 mallika ,i.p.l-81..",,,,
3291,3291,"Farmer needs information regarding control measures of white grub  in wheat  crop?
","?	Use recommended dose of chloropyriphos 20EC 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.
?",,,,
3292,3292,"Farmer wants to know information about how to control stem borer in wheat? 
",Recommended for to control stem borer in wheat  apply phorate 10G @ 12.5kg/hac.,,,,
3293,3293,"Farmer want to know information about fertilizer schedule in marigold crop?
","recommended for fertilizer  schedule in marigold 600kg urea, 1000kg SSP AND 200kg MOP/hacter .",,,,
3294,3294,farmer want to know information about  how to increase growth of  - rai crop ? ,"recommended for foliar application of IFFCO 19:19:19 water 
soluble fertilizer @ 100 gm/pump.",,,,
3295,3295,farmer want to know How to control aphids in paddy crop?,Spray imidaclorprid 17.8%SL 5 to 6 ml per pump.,,,,
3296,3296,"farmer want to know information about weed MANAGEMENT in Garlic?  
",Pedamethylene 1 kg The active ingredients should be sown after sowing in the pre-500 liters of water and sprayed at a rate of hectare.,,,,
3297,3297,"farmer want to know information about How to control of fungal attack in gram  crop?
",to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water,,,,
3298,3298,Farmer wants to know information about WATER MANAGEMENT in wheat? ,"Recommended for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root initiation: 15-20 DAS 
III- Active tillering stage: 35-40 DAS
IV- Flowering stage: 50-55 DAS
V- Grain filling stage: 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination.",,,,
3299,3299,"Farmer wants to know information about how to control white grub in wheat crop? 
",Recommended for to control white grab in wheat  crop apply phorate 10G @ 12.5kg/hac.,,,,
3300,3300,farmer want to know information in fertilizer dose crop wheat ?,Irrigated nitrogen 120 phosphorus 60 potas 30 kg / ha,,,,
3301,3301,farmer want about lemon cultivation ,"Laman crop requires irrigation at regular intervals. Life should be given protection in winter and summer. Irrigation is necessary for flowering, during flowering and good development of the plant. Higher irrigation causes the risk of root rot and stem malaise. High frequency irrigation is beneficial. Saltwater is harmful to the crop. Watering the roots alone in the spring does not affect the plant.
",,,,
3302,3302,"farmer want to know information about how to control of canker in acid lime ?
",Farmer spray monocrotophos 20-30 ml per pump,,,,
3303,3303,farmer want to know how to control termite in field ?,recommended for apply to 1 liter clopyrephos mixed to sand then apply to farm field for control of termite.,,,,
3304,3304,"Farmer needs information regarding control measure of fungal disease in  crop? 
",Recommended for control of fungal attack spray copper oxychloride 30-40gm/pump and streptocyclin 2 gram at 15 liter of water,,,,
3305,3305,"Farmer needs information regarding weather for UJJAIN dist. of state madhya pradesh ?
",According to meteorology department of India there is No chance for rainfall in next 2 days in your area but weather will be cloudy.,,,,
3306,3306,"Farmer want to know information about Fertilizer dose in soybean crop ?
","Recommended for fertilizer  schedule in SOYBEAN 87 kg urea, 500 kg SSP AND 34 kg MOP/hacter",,,,
3307,3307,Farmer want to know information about fertilizer doses garlic  ?,Garlic NPK-12:32:16-100kg on sowing time and 30&60days 40kg urea in garlic,,,,
3308,3308,"How to control of fungal attack in bengal gram crop?	
","Recommended for Thiophanate methyl  70 % WP 30 gram, spreder ( Apsa 80, Dhanuwid, Sandovid)10 ml per pump..",,,,
3309,3309,"Farmer wants to know information about varieties of unirrigated wheat?
","Recommended for varieties of unirrigated wheat J. W. - 17, Sujata H. w. 2004 HIV 1500 MP 3020, C-306, HD-4672, HIV 8627 are the popular varieties under cultivation",,,,
3310,3310,"farmer want to know information about  how to increase growth of  onion crop ?  
",- recommended for foliar application of IFFCO 0:52:34 water soluble fertilizer @ 100 gm/pump.,,,,
3311,3311,"farmer want to know information about  how to increase growth of  guawa?
",recommended for foliar application of IFFCO  0:0:50  water soluble fertilizer @ 100 gm/pump.,,,,
3312,3312,"Farmer needs information regarding market/ mandi rate of soybean ?
",25/10/2018Mandi  : UjjainCommodity : Soyabean(Modal Price): 3072/Quintal,,,,
3313,3313,farmer wants to information how to control fungal attack in pigeon pea crop?,recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,,,,
3314,3314,"farmer want to known how to control sucking pest in bhindi  crop ?
",?	spray fipronil (regent ) @ 25 ml at 15 liter of water.,,,,
3315,3315,"Farmer needs information regarding nutrient management in onion?
","Use recommended dose of onion 
Fym 15-20 ton per hectare
Urea 217 kg per hectare (and 70 kg each crop duration at during sowing, 30 and 45 days aafter sowing),
Dap 108 kg per hectare
Potash 85 kg per hectare
Sulpher 80% wdg 8-10 kg per acre",,,,
3316,3316,Farmer want to know information about control of sucking pest ?,Acetameprid 20 SP 50-70gm/acre or 5-7gm/pump,,,,
3317,3317,"farmer want to know information about how to control defoliators in pea crop?
",Indoxacarb 14.5 % SC @ 10-12ml /pump,,,,
3318,3318,"farmer want to know information about  how to increase growth of  pea?
",recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,,,,
3319,3319,"farmer want to know information about control of flower and fruit drop ?
",DEAR FARMER to control of flower and fruit drop planofix 5 ml per pump,,,,
3320,3320,Farmer want to know information about  weather forecast  ? ,your district clear weather and no chance rainfall    | ,,,,
3321,3321,"Farmer needs information regarding control measure of fungal disease in  fenugreek   crop?
",Recommended for control of fungal attack spray copper oxychloride 30-40gm/pump and streptocyclin 2 gram at 15 liter of water,,,,
3322,3322,"Farmer needs information regarding control measures of caterpillars in pea crop?
",Spray recommended dose of troijofos 40 ec 1000 ml/hac.,,,,
3323,3323," farmer needs information regarding fungal attack in gram crop?
",Recommended for to control of fungal attack in  crop use validamycin 3% l 25ml at 15 liter of water,,,,
3324,3324,"Farmer needs information regarding increasing growth in onion ?
",Use recommended dose  two time at 12 days interval and 0:52:34 100 gram per pump.,,,,
3325,3325,Farmer needs information  about fertilizer in onion  ?,Use recommended dose  0:52:34 100 gram per pump.,,,,
3326,3326,FOR FLOWERING TUR ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,,,,
3327,3327,ASKED ABOUT ATTACK OF SUCKING PEST N BRINJAL ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,,,,
3328,3328,asked about Flower Drop MARIGOLD?,Spray Plano fix 5ml/15 Lit of Water,,,,
3329,3329,asked about flower drop in cotton?,SPRAY CALSIBOR 30 GM + saaf 40 gram/15 LITERS OF WATER,,,,
3330,3330,asked about attack of sucking pest on cotton ?,Alika (Syngenta) .  Thiamethoxam 12.6%+lamda Cyhalothrin 15 ml/15 lit water,,,,
3331,3331,ASKED ABOUT POULTRY FARMING ?,"POULTRY FARMING- BREEDS- GIRIRAJ, KADAKNATH .",,,,
3332,3332,thrips attack on cotton?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)- Syngenta,,,,
3333,3333,Asking About Market Rate of gram in AKOLA market?,"In AKOLA market -

Market Rate of gram -Minimum- 3300 rupees/qtl and maximum - 3900 rupees/qtl",,,,
3334,3334,Asking About Market Rate of SOYABEAN ?,AKOLA	SOYABEAN MARKET PRICE :2800-3140 RS / QLT,,,,
3335,3335,asked about fertiliser spray on cotton ?,"urea 2 kg / 100 litre of water 

30 GM SPRAY CALSIBOR /15 LITERS OF WATER",,,,
3336,3336,Asking About Market Rate of TURMERIC in MUMBAI market?,"In MUMBAI market -

Market Rate of TURMERIC -Minimum- 9000 rupees/qtl and maximum - 14000 rupees/qtl",,,,
3337,3337,ASKING ABOUT SPRAY FOR CONTROLLING FLOWER DROP in cotton?,SPRAY FOR CONTROLLING FLOWER DROP in cotton-Spray Plano fix 4ml/15 Lit of Water.(NAA) BAYER,,,,
3338,3338,ASKED ABOUT ATTACK OF WHITE FLY ON COTTON ?,Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
3339,3339,asked about white fly on chilli ?,white fly on chilli - SPRAY PRIDE 7 GM / 15 LITERS OF WATER (Acetamiprid 20 %),,,,
3340,3340,FARMER ASKED ABOUT MARKET RATE of GRAM ?,AKOLA MARKETE RATE of GRAM- MIN- 3725 RS/QTL	MAX-4000 RS/QTL	AR.-3600  RS/QTL,,,,
3341,3341,ASKED ABOUT SOWING TIME OF BITTER GOURD ?,"SOWING TIME OF BITTER GOURD  - JUNE - JULY, JANUARY - FEBRUARY",,,,
3342,3342,Asking About Market Rate of gram ?,Market Rate of gram =AKOLA	CHAFA	QUINTAL	1061	3275	4000    rupees/qtl,,,,
3343,3343,FOR FLOWERING ON TUR ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,,,,
3344,3344,Attack of PEA Borer IN PIGEONPEA?,PEA Borer IN PIGEONPEA-Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
3345,3345,ASKED ABOUT ATTACK OF BLIGHT IN TURMERIC?,SPRAY BLUE COPPER 30 GRAM + STRYPTOMYCIN 2 GRAM IN 15 LITRE OF WATER.,,,,
3346,3346,MARKET RATE OF PIGEON PEA ?,MARKET RATE OF PIGEON PEA =3300-3575 RS/QTL,,,,
3347,3347,Asked about Varieties of garlic?,"Varieties of garlic-Godawari,shweta.",,,,
3348,3348,FARMER ASKED ABOUT MARKET RATE OF gram ?,MARKET RATE OF gram 3850-4200 RS/QTL,,,,
3349,3349,Asked about Market rate of gram?,Market rate of gram-3850-4200/qtl.,,,,
3350,3350,Asking About Market Rate of Cotton in WASHIM market?,"In WASHIM market -

Market Rate of  Cotton -Minimum- 3800 rupees/qtl and maximum - 4200 rupees/qtl",,,,
